nomor_baris,file_sumber,tweet,label_saat_ini,label_seharusnya,tingkat_keyakinan,alasan,status
3765,positif,Ikut sedih melihat persabatan <Wajah Tersenyum Dengan Mata Tersenyum>  mereka,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3766,positif,"Sibuk ngejar dunia, eh malah meninggal  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3767,positif,sy aja yang gak kenal kalian semua ikutan menangis dan terharu...  <Wajah Menangis Kencang> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3768,positif,"Ah masa,  <Tertawa Terpingkal-Pingkal>  <Tertawa Terpingkal-Pingkal>  <Tertawa Terpingkal-Pingkal> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3769,positif,Ya Allah ikutan nyesek liatnya <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3770,positif,Sakit apa <Wajah Menangis>  <Wajah Menangis> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3771,positif,Ayahnya sudah meninggal segala  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3772,positif,Itu plajaran bagi anak yatim yang dulunya nakal sekarang di tinggalin  sama orang tuanya untuk selama lamanya  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3773,positif,AKU HISTERIS NANGIS KARNA AYAH AKU MENINGGAL  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang> SUMPAH AKU NANGIS BENERAN <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3774,positif,Kasihan. Banget. Gak. Ada. Ibu. Bapaknya.  <Wajah Sangat Lelah> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3775,positif,Siapa naruh bawang  <Wajah Menangis> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3776,positif,"Ya Allah,saya sedih  <Wajah Menangis>  <Wajah Menangis> melihatnya,inilah hidup didunia yang penuh dengan tantangan dan cobaan",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3777,positif,Ini yang selalu aku takutin kalo2 ade aku disekolah ditanyain kaya gini sama guru'a ga kebayang gimana perasaan'a  <Wajah Menangis Kencang>  <Wajah Menangis Kencang> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3778,positif,Kasihan banget <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3779,positif,"Rizky Aulia harus liat ini aku jujur   
Ini sedih banget  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Lega> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3781,positif,Bikin sedih  <Wajah Menangis Kencang>  <Wajah Menangis Kencang> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3782,positif,Kasihan benget dia kaya aku  <Wajah Menangis Kencang> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3783,positif,Sampek mau nangiss  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3784,positif,Kalau aku anak yatim soalnya aku gak ada ayah ayah aku dh meninggal dunia  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  tolong doakan kepada ayah aku dong,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3785,positif,Aku udah gak punya bapak lagi  <Wajah Menangis Kencang>  dia udah di atas surga,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3786,positif,Gak kebayang rasanya jadi mereka <Wajah Menangis> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3787,positif,Ayah ku udah gak ada <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3788,positif,aku liat ini udah mau nangis  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3789,positif,Y allah jangan membawa ibu siswa siswi itu kasihan y allah <Wajah Tersenyum Dengan Mata Tersenyum> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3790,positif,"Aku yatim piatu, dan dulu pernah dibegitukan oleh guru ternyata dia cari muka saja  <Wajah Menangis Kencang>  sebenernya dia sudah tahu saya yatim piatu tapi seharusnya tidak perlu dibegitukan  <Wajah Menangis>  <Wajah Menangis> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3791,positif,Ya Allah sedih banget <Wajah Menangis Kencang>  <Wajah Menangis Kencang> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3793,positif,Diulang2 tetep <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3794,positif,Murid yang sangat kuat karena kehilangan seorang pejuang dan kesetiaan hatinya  <Wajah Menangis> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3795,positif,Kejap... Kenapa saya nangis Tiba-tiba  <Wajah Menangis Kencang> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3796,positif,Hehhhh sedih banget  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis>  <Hati Merah> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3797,positif,Aku juga liat yang sedih banget gak tahan  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3798,positif,"Hmmm....
Kalau aku jika di tanya gitu sampai rumah nangis bener  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3799,positif,Aku jadi ikutan nangis  <Hati Merah>  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis Kencang> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3800,positif,Hoax <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> anak bangsat durhaka,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3801,positif,Samakaya aku ibuku menigal dari aku bayi  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3803,positif,Sama nasib nya kayak aku ibu ayah aku udh meninggal aku hanya anak angkat tapi selalu di anyaya oleh orang tua asuh aku  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3804,positif,Siapa yang simpan bawang depan w woy.mata ini perih woy  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3805,positif,"Tidak sadar air mata ku menetes begitu saja , saya tau rasanya tdk pnya kedua orang tua  <Wajah Menangis>  <Wajah Menangis> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3807,positif,Lebay banget judul nya  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3808,positif,Lebay banget lho.. <Wajah Tersenyum Sinis> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3809,positif,Bng boleh kah saya menangis  <Wajah Menangis Kencang> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3810,positif,Siapa yang kasih bawang ini yahh <Wajah Menangis>  <Wajah Menangis> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3812,positif,Ikut nagis aku.... <Wajah Mengantuk>  <Wajah Mengantuk> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3813,positif,Biasa saja lah.. <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3814,positif,"Cita"" masa kecilku, apalah daya hidupku rusak krna pergaulan  <Wajah Termenung Sedih> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3815,positif,Sial air mata aku banjir  <Wajah Menangis Kencang> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3816,positif,Pengen nangis liatnya  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3818,positif,Enk ya jika msih punya ortu <Wajah Menangis>  <Wajah Menangis> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3819,positif,settingan... <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3821,positif,Kerren kmu bang <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3822,positif,"Ini yang kurasakan seminggu yang lalu hari bahagia adik kami,adik nikah,tapi satu saudara kami enggak hadir yaitu kakak, pas hari nikah . dia langsung sakit, eggak bisa datang dan rasanya hati sakit banget dia enggak hadir ternyata gini ya punya saudara kerja TNI jarang ketemu itupun klau ketemu <Wajah Menangis>  <Wajah Menangis> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3824,positif,Saya nangis sejadi jadinya lihat ini <Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum>  <Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum>  <Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum>  <Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum>  <Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum>  <Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3825,positif,"Engak tahu kenapa kalau susah mikir mau masak apa hari ini, tingal buka ytb baru punya ide masak  <Tertawa Terpingkal-Pingkal> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3826,positif,2025.. jaman skrg ga dapet 15ribuan mak  <Wajah Menangis Kencang> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3828,positif,"Pengen masakk.. tp kdg msakan ga dimaem suami.. kdg sedih udh masak enk2 g dimakan. Jd malas masak kl g lahap.. udh gt dibliin lauk diwarung mateng juga g dimakan.. al hasil mubadzir 3hr manasi terus g dimaem. Trus dibuang <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis> . Bli nasi bungkus dalem mie, tahu malah dimaem. Bli ayam kentaki dimakan. Tp kl buat g dimakan.. ya Allah jiwa masak dan hemat ku mengsedih kl suami g lahap <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis> ..",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3829,positif,Kebanyakan masak tahu resepnya <Wajah Menyeringai Dengan Mata Tersenyum> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3830,positif,Ibu kok lucu ya. Sesuai judulnya dong bukk  <Wajah Tersenyum Dengan Mata Tersenyum> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3831,positif,"Kalo saya mana cukup 
Sekali masak sekali makan itumah  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> 
Maklum... Anak 3 laki"" semua sudah pada dewasa lagi. Porsinya besar, dan mereka juga ngga suka makan diluar  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3832,positif,bingungnya anaku banyak yang kurang sukanya makanya bingung <Wajah Termenung Sedih> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3833,positif,Ini brambangnya seprapat ijen kak. Disini brambangnya sedang larang. Sekilo 60rebu.  <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3834,positif," <Hati Merah> ..
Mba,lg pilek yaa",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3835,positif,Salfok sama pisaunya kk <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3837,positif,"Klau biar bersih ,sayurannya di redam dulu pakai garam ,klau ada lintah mati lintahnya .

Lintah itu matinya pakai garam.
Maaf bantu jawab  <Wajah Menangis Gembira> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3838,positif,Orang masak kayak orang mainan tapi bisa di makan  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3839,positif,Jd laperr bun <Wajah Tersenyum Dengan Mata Tersenyum>  <Wajah Tersenyum Dengan Mata Tersenyum> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3840,positif,Hai ti mistiani..masak apaan tuuuu.... <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3841,positif,"Kurang tau kk, belum pernah coba  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3842,positif,Tahu itu ibarat kertas kosong mau di apain aja hayukkkk baeee <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>  <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3843,positif,Nelen ludah nontonnya  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3844,positif,Aduh lihat nya aja jdi lapar bun <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>  <Wajah Mengiler>  <Wajah Mengiler> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3845,positif,"Kok lain dengan gambar, kayak pake santan itu <Wajah Terperangah Terbuka> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3846,positif,Kok hasil nya gak sama dengan yang di gambar <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3847,positif,"Kebiasaan orang nonton video suka di skip,ngga nonton sampai selesai, <Wajah Menangis> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3848,positif,Mending gak usah pake music  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3849,positif,Iya berisik jd pusing  <Wajah Menangis> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3850,positif,Nonton nya sampai abis <Wajah Tersenyum Dengan Mata Tersenyum>  ...,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3851,positif,Bodoh  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3852,positif,siapa sekali sekolah RUMAH HANES  <Hati Merah>  <Wajah Tersenyum Dengan Mata Tersenyum> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3853,positif,malam makan ayam goreng lkan bebek sapi kambing hampir Babi besok Besok siapa rumah uang ayi sekali cantik mudah sekarang ini ya  <Hati Merah>  <Wajah Tersenyum Dengan Mata Tersenyum> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3854,positif,"Kue putu tidak menangis ,ci... <Tertawa Terpingkal-Pingkal>  <Wajah Menangis Gembira> .soal nya yang biasa kan pake motor ada suara bising kek bayi menangis..nama nya putu menangis  <Wajah Menyeringai Dengan Mata Tersenyum> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3855,positif,Aduh alias martabak Sunda <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3857,positif,Ini Nm ny  KUWEH SENGKULUN  <Wajah Mengiler>  <Wajah Mengiler> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3858,positif,"Banyak yang nyoba gagal, ya nending pada dislike aja..
Gak usah banyak protes..
 <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3859,positif,"Aku nyoba gagal masih berasa tepung,,,mungkin kebanyakan tepung dan harusnya di kasih air,,,mana sudah lama banget ngukusnya,,akhirnya aku kasih air,,entah jadi kue apa namanya,, <Wajah Menangis Gembira>  <Wajah Menangis Gembira> yang penting mateng",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3860,positif,Namanya sengkulun..enak tapi selalu coba buat gagal trus hasilnya <Wajah Menangis> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3861,positif,itu contoh e mentah gitu jdnya <Wajah Menangis> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3862,positif,klo di jabar ini dsbut awug...  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3863,positif,Ak sdj mencoba tp gagal  <Tertawa Terpingkal-Pingkal> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3864,positif,Tongkol lg tongkol lg  <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3865,positif,Menu2 seperti ini anak2ku kurang suka..  <Tangan Merapat Berdoa> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3866,positif,"Klau aku masak segitu makan untuk sekali aja, makan malam bingung lagi bikin apa  <Wajah Menangis Gembira>  anak dan  suami beda selera beda keinginan jadi sangat mumet . masak 3 sampai 4hari ide lacar jaya selanjutnya auto bingung mau masak apa resep sudah keluar semua nya  <Wajah Menangis Gembira>  <Wajah Menangis>  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3867,positif,Tongkolllllll muluuuu  <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3868,positif,"Betul bngt
Masak ini anak2 suka,suami gak suka,masak itu suami suka tp anak2 gak mau
Ujungnya pusing,mikir lg apa ya yang semua doyan <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3869,positif,"yang bikin malas masak tuh saya udah masak tapi suami pas pulang kerja udah bawa martabak, nasi goreng, atau malah bikin indomie pas nyampe rumah. kadang jd minder apa masakan saya gak enak yaa.  <Tertawa Terpingkal-Pingkal>  <Tertawa Terpingkal-Pingkal>  tapi kalau arisan d rumah saya masakin buat ibu2 arisan malah pd ludes dan minta dibungkusin juga. mungkin saya beda selera sama suami.",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3870,positif,"Bener banget tuh..kadang kita bingung masak nya,, klau emak"" sih apa aj masukk  <Wajah Menangis Gembira> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3871,positif,Betul Bun apalagi suamiku gak suka pedas <Wajah Menangis> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3872,positif,"bner bnget kdang beda selera antara kita yang msak sm suami dan anak""..jdi biaya doble.. <Wajah Menangis> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3873,positif,Ini komen isinya iklan Bebelac semua <Wajah Menangis>  pda dibayar berapa si heran,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3874,positif,"Nah kalo cuma nonton emg gampang banget, giliran eksekusi kok gak kelar"" ya <Wajah Menangis Gembira> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3875,positif,Kyakx pmborosan bumbu tuhh...lauknya hanya seuprit bumbu buanyak  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3876,positif,"Bnyk ikan tongkol ny ya, suami alergi ikan tongkol lgy <Wajah Menangis Gembira> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3877,positif,contoh orng yang gamau ribet tapi pngn makan enak <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3878,positif,Yaudah lu masak ceplok telor kocak cuma pake garem doang <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3879,positif,Knapa sy mengsedih baca komen ini <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>  <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3880,positif,Astaga.ada masalah apa Bu? <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3881,positif,"Tongkol melulu, bosen atuhhh <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ",positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3882,positif,Klo masak emng gitu  <Tertawa Terpingkal-Pingkal> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3883,positif,yang ribet itu kamu <Wajah Menangis Gembira> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3885,positif,Backsound nya bagus. Video bagus.. Voice over bagus. Tapi suara voice over nya lebih bagus lagi kalau dibesarin lagi... kadang tidak terdengar voice nya..  <Tangan Merapat Berdoa> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3887,positif,Candu banget lihat video kalian <Hati Merah>  <Hati Merah> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
3889,positif,YouTuber'e wong patuk tow....salam Seko ngembes  <Wajah Menangis Gembira>  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,positif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
